ID	HusbEd	HusbRace	RaceDiff	Time	Divorce
856	0	0	0	1.3335	1
859	0	0	0	55.833	0
863	0	0	0	41.164	0
868	0	0	0	37.06	0
872	0	0	0	4.9005	1
875	1	0	0	28.738	1
877	1	0	0	1.232	1
880	2	0	0	29.634	0
883	0	0	0	13.999	0
885	1	0	0	38.324	0
887	2	0	0	5.541	0
895	2	0	0	37.268	0
900	0	1	0	53.459	0
902	0	1	0	30.96	0
904	0	0	0	7.001	0
912	0	0	0	46.1	0
915	1	0	0	54.79	0
917	2	0	0	30.001	0
919	2	0	0	36.252	0
926	0	1	0	24.999	0
929	0	0	0	32	0
931	0	0	0	25.999	0
936	1	1	0	9.421	1
937	1	0	1	8.783	0
940	1	0	0	40.252	0
942	0	0	0	6.875	1
947	2	0	0	13.588	1
952	1	0	0	21.736	0
957	1	0	0	13.057	0
960	0	0	0	35.028	0
963	0	1	0	24.26	0
964	0	1	0	22.015	0
971	0	0	0	34.571	0
973	0	0	0	22.998	0
976	2	0	0	46.823	0
979	1	0	0	47.17	0
982	1	0	0	20.093	0
986	1	0	0	12.887	0
987	1	0	0	12.887	0
989	0	0	0	32.167	0
991	0	0	0	52.671	0
996	2	0	0	20.665	0
1002	2	0	0	18.76	0
1005	2	0	0	18.76	0
1008	1	0	0	10.587	1
1010	2	0	0	7.6715	1
1012	2	0	0	25.073	0
1015	2	0	0	30.773	0
1021	0	0	0	0.879	0
1024	1	0	0	1.002	0
1031	1	0	0	48.802	0
1053	1	0	0	3.669	0
1056	2	0	0	23.001	0
1060	0	0	0	48.413	0
1061	2	0	0	14.511	0
1063	0	0	0	49.916	0
1066	1	0	0	60.504	0
1068	0	0	0	21.9315	1
1069	1	0	0	4.482	0
1074	0	0	0	55.581	0
1076	1	0	0	42.582	0
1077	2	0	0	26.604	0
1079	1	0	0	36.301	1
1084	1	0	0	8	1
1087	1	0	0	32.668	0
1089	0	0	0	20.999	0
1091	0	0	0	57.049	0
1098	1	0	0	2.0835	1
1099	1	0	0	9.016	0
1101	0	0	0	44	0
1110	0	0	0	55.496	0
1112	0	0	0	61.832	0
1115	0	0	0	17.169	1
1121	0	0	0	14.7955	1
1127	1	0	0	10.6695	1
1131	1	0	0	3.31	1
1133	1	0	0	7.4345	1
1134	1	0	0	18.757	1
1137	1	0	0	3.888	0
1139	2	0	0	21.7465	1
1143	0	0	0	3.425	0
1145	1	0	0	10.872	1
1149	1	0	0	27.97	0
1151	1	0	0	14.0125	1
1153	1	1	0	21.0045	1
1155	2	0	0	4.49	0
1160	1	0	0	10.653	0
1161	1	0	0	10.653	0
1164	1	0	0	59.948	0
1166	2	0	0	9.0105	1
1169	2	0	0	8.999	1
1172	0	0	0	49.35	0
1174	0	0	0	56.101	0
1176	0	0	0	14.012	0
1178	0	0	0	22.982	0
1180	0	0	0	44.077	0
1184	2	0	0	47.88	0
1186	0	0	0	10.5955	1
1188	1	0	0	4.665	1
1191	1	0	0	50.653	0
1197	1	0	0	13.029	0
1206	0	0	0	57.164	0
1209	1	0	0	1.4605	1
1210	2	0	0	24.747	0
1212	0	0	0	51.001	0
1213	2	0	0	14.198	0
1216	2	0	0	44.383	0
1218	0	0	0	36.205	1
1221	1	0	0	47.001	0
1223	1	0	0	50.962	0
1226	1	0	0	38.42	0
1230	0	0	0	23.458	0
1232	0	0	0	48.559	0
1236	1	0	0	10.9325	1
1238	0	0	0	44.063	0
1241	2	0	0	22.579	0
1253	0	0	0	1.251	1
1263	0	0	0	16.309	0
1273	1	0	0	2.8335	1
1278	1	0	0	15.671	0
1282	2	0	0	11.587	0
1291	1	0	0	6.39	1
1292	1	0	0	15.6715	1
1295	1	1	0	17.7765	1
1297	0	1	1	10.6355	1
1300	0	1	0	54.505	0
1308	2	1	0	14.631	0
1317	1	1	0	16.057	0
1322	0	0	0	19.001	0
1325	0	0	0	19.001	0
1329	1	0	0	3.165	0
1332	0	0	0	24.671	0
1336	2	0	0	1.1075	1
1339	0	0	0	27.499	1
1345	1	0	0	17.254	1
1357	2	0	0	15.003	0
1360	2	0	0	14.768	0
1362	1	0	0	8.6845	1
1366	0	0	0	9.0855	1
1367	1	0	0	6.0205	1
1369	1	0	0	32.706	0
1372	1	0	0	32.706	0
1374	1	0	0	33.498	0
1376	2	0	0	30.653	1
1379	2	0	0	34.04	0
1381	0	0	0	55.398	0
1383	0	0	0	51.707	0
1385	2	0	0	33.207	0
1386	2	0	0	8.758	0
1388	0	0	0	50.001	0
1399	2	0	0	18.971	0
1405	2	0	0	21.804	0
1412	2	0	0	5.53	0
1418	0	0	0	42.341	0
1425	1	0	0	10.179	0
1426	1	0	0	0.972	0
1434	1	0	0	0.972	0
1439	0	0	0	14.565	0
1470	1	0	0	13.689	0
1475	1	0	0	7.368	0
1477	1	0	0	25.084	0
1483	1	0	0	22.242	0
1486	1	0	0	5.1525	1
1489	1	0	0	18.858	0
1491	0	0	0	7.5815	1
1493	2	0	0	37.5005	1
1495	0	0	0	53.498	0
1500	1	0	0	6.407	0
1506	2	0	0	3.811	0
1509	0	0	0	9.569	0
1511	2	0	0	40.115	0
1514	1	0	0	34.582	0
1519	2	0	0	7.546	0
1520	2	0	0	7.546	0
1522	1	0	0	58.053	0
1528	1	0	0	11.272	0
1534	0	0	0	60.208	0
1536	0	0	0	22.001	0
1539	1	0	0	21.164	0
1546	2	0	0	20	1
1555	1	0	0	4.252	1
1589	1	0	0	11.1675	1
1596	2	0	0	10.2065	1
1599	2	0	0	50.385	0
1603	0	0	1	5.848	0
1609	2	0	0	1.6125	1
1611	0	0	0	35.381	0
1624	1	0	0	6.795	0
1632	2	0	0	2.012	0
1634	1	0	0	4.082	1
1648	1	0	0	1.807	0
1657	1	0	0	4.739	1
1661	2	0	0	5.09	0
1668	0	0	0	6.754	1
1670	0	0	0	32.769	0
1685	1	0	0	25.774	0
1690	1	0	0	5.966	0
1693	2	0	0	7.966	1
1695	0	0	0	52.611	0
1697	2	0	0	54.166	0
1701	1	0	0	22.765	0
1704	0	0	0	5.0025	1
1707	1	0	0	29.229	0
1709	0	0	0	49.125	0
1713	1	0	0	39.488	0
1715	0	0	0	45.087	0
1717	1	0	0	4.6925	1
1720	2	0	0	9.999	1
1724	0	0	0	2.3355	1
1726	1	0	0	11.88	0
1736	1	0	0	8.654	0
1745	0	0	0	2.042	0
1749	1	0	0	20.066	0
1754	1	0	0	10.36	0
1758	2	0	0	24.8325	1
1760	1	0	0	27.47	1
1769	1	0	0	14.743	0
1778	1	0	0	7.198	0
1781	0	0	0	12.999	0
1783	0	0	0	45.235	0
1787	2	0	0	13.58	1
1789	1	0	0	21.706	0
1791	0	0	0	37.582	0
1795	1	0	0	4.9145	1
1798	1	0	0	14.196	0
1805	1	0	0	2.6095	1
1813	1	0	0	20.419	1
1814	0	0	0	0.381	0
1817	0	0	0	61.771	0
1820	2	0	0	42.847	0
1826	1	0	0	23.565	0
1835	1	0	0	42.01	0
1837	0	0	0	46.138	0
1841	1	0	0	21.44	0
1843	1	0	0	17.002	1
1846	0	0	0	53.405	0
1852	1	0	0	9.166	1
1853	1	0	0	10.831	0
1861	2	0	0	5.038	0
1867	0	0	0	10.182	0
1868	0	0	0	23.348	0
1870	1	0	0	10.1655	1
1872	0	0	0	35.001	0
1877	1	0	0	0.561	0
1879	1	0	0	43.08	0
1881	1	0	0	12.241	0
1883	2	0	0	3.874	0
1887	0	0	0	6.023	0
1890	1	0	0	0.912	1
1895	1	0	0	0.767	0
1902	1	0	0	8.75	1
1921	0	0	0	4.331	0
1924	0	0	0	13.999	0
1934	1	0	0	15.559	0
1943	1	0	0	17.331	0
1945	1	0	0	15.559	0
1948	1	0	0	6.5815	1
1955	0	0	0	6.086	1
1964	0	0	0	4.419	1
1969	1	0	0	5.914	1
1976	0	0	0	36.356	0
1981	1	0	0	0.608	1
1985	0	0	0	24.999	0
1987	0	0	0	6.2505	1
1994	1	0	0	16.726	0
1996	1	0	0	11.833	0
1999	1	0	0	29.823	0
2001	1	0	0	5.9195	1
2005	0	0	1	9.662	0
2031	1	0	0	40.597	0
2034	1	0	0	40.597	0
2036	1	0	0	0.9745	1
2042	0	0	0	7.313	1
2049	0	0	0	3.526	0
2051	0	0	0	29.999	0
2064	2	0	0	11.584	0
2067	0	0	0	18.998	0
2069	0	0	0	31.017	0
2073	0	0	0	24.4035	1
2075	0	0	0	55.915	0
2078	0	0	0	55.915	0
2081	2	0	0	7.406	1
2083	1	0	0	1.9985	1
2085	1	0	0	18.374	0
2091	1	0	0	28.501	0
2093	2	0	0	21.829	0
2095	2	0	0	24	0
2098	2	0	0	24	0
2101	1	0	0	38.215	0
2107	0	0	0	18.3765	1
2117	0	0	0	19.347	1
2119	1	0	0	21.591	1
2122	2	0	0	21.591	1
2126	1	0	0	32.033	0
2128	2	0	0	27.42	0
2132	2	0	0	46.36	0
2136	1	0	0	3.918	1
2139	1	0	0	5.251	1
2141	1	0	0	1.793	0
2148	1	0	0	24.025	0
2149	1	0	0	24.025	0
2151	2	0	0	25.555	0
2154	2	0	0	21.591	0
2157	1	0	0	23.639	0
2163	2	0	0	32.394	0
2167	2	0	0	1.114	0
2175	1	0	0	34.001	0
2177	0	1	0	30.094	0
2179	0	1	0	45.944	0
2181	0	0	0	24.794	1
2183	1	0	0	39.959	0
2186	1	0	0	38.702	0
2190	0	0	0	5.812	0
2192	0	0	0	5.3335	1
2195	2	0	0	57.919	0
2198	1	0	0	3.003	0
2200	0	1	0	15.5465	1
2203	0	1	0	11.671	0
2208	1	0	0	13.498	0
2211	0	0	0	6.483	1
2215	0	0	0	0.991	0
2223	2	0	0	13.807	0
2225	0	0	0	18.01	0
2227	0	0	1	15.707	0
2235	1	0	0	28.252	0
2239	0	0	0	1.714	0
2246	1	0	0	1.328	1
2256	1	0	0	10.2505	1
2259	1	0	0	18.122	1
2260	0	0	0	3.548	0
2262	1	0	0	12.723	0
2266	0	0	0	13.1005	1
2271	1	0	0	3.548	0
2274	2	0	0	31.5945	1
2279	0	0	0	8.063	0
2295	1	0	0	25.7495	1
2298	2	0	0	30.251	0
2317	0	0	0	44.131	0
2321	0	0	0	6.869	1
2322	1	0	0	7.2715	1
2324	0	1	0	22.7995	1
2328	1	1	0	8.9145	1
2348	1	1	0	23.488	0
2350	0	0	0	30.166	0
2352	1	0	0	11.001	1
2358	1	0	0	31.0005	1
2361	2	0	0	14.842	0
2367	2	0	0	8.11	0
2370	0	1	0	50.919	0
2375	2	1	0	9.719	0
2377	0	1	0	22.4995	1
2379	0	0	0	23.7505	1
2382	0	0	0	38.33	0
2384	0	0	0	31.373	0
2389	1	0	0	6.048	0
2398	2	0	0	3.0005	1
2401	2	0	0	4.9885	1
2405	2	0	0	1.93	1
2407	1	0	0	20.167	1
2410	1	0	0	20.3315	1
2415	0	0	0	5.993	0
2428	1	0	0	2.0805	1
2432	1	0	0	15.116	0
2434	2	0	0	20.381	0
2437	1	0	0	21.832	0
2439	1	0	0	46.806	0
2440	2	0	0	8.843	0
2446	1	0	0	11.444	0
2453	1	0	0	6.738	1
2455	2	0	0	3.838	0
2458	1	0	0	30.185	0
2462	0	0	0	3.42	1
2473	0	0	0	23.422	0
2482	1	0	0	36.474	0
2485	1	0	0	36.474	0
2487	1	0	0	42.924	0
2490	1	0	0	42.924	0
2502	1	0	0	30.913	0
2504	2	0	0	32.986	0
2508	2	0	0	5.752	0
2515	0	0	0	0.548	0
2518	2	0	0	22.664	0
2520	1	0	0	38.595	0
2523	1	0	0	38.587	0
2528	1	0	0	18.404	0
2546	1	0	0	16.504	0
2548	1	0	0	42.834	0
2556	0	0	0	4.838	0
2558	1	0	0	11.332	1
2563	2	0	0	4.838	0
2566	2	0	0	45.626	0
2568	2	0	0	32.83	0
2572	1	0	0	12.172	0
2578	1	0	0	13.194	0
2581	1	0	0	12.172	0
2587	1	0	0	11.047	0
2589	0	0	0	46.333	0
2592	0	0	0	45.749	0
2594	1	0	0	35.584	0
2597	1	0	0	28.999	0
2598	1	0	0	23.702	0
2602	0	1	0	50.084	0
2604	0	1	0	6.001	0
2610	1	1	0	4	0
2612	1	0	0	15.7385	1
2616	1	0	0	5.266	1
2619	0	0	0	49.588	0
2621	1	0	0	12.419	1
2624	2	0	0	3.001	1
2628	2	0	0	22.667	0
2630	2	0	0	25.027	0
2632	1	0	0	24.003	0
2634	1	0	0	39.023	0
2636	1	0	0	29.218	0
2638	1	0	0	14.638	1
2647	0	0	0	7.551	0
2656	1	0	0	10.9155	1
2660	1	0	0	15.422	0
2662	1	0	0	9.139	0
2664	2	0	0	43.929	0
2668	1	0	0	6.505	1
2671	1	0	0	30.546	0
2674	2	0	0	58.916	0
2676	0	0	0	5.667	1
2679	0	0	0	22.935	0
2682	0	0	0	12.999	1
2684	1	1	0	21.999	0
2688	0	0	0	45.437	0
2690	0	0	0	14.998	0
2698	0	0	0	62.861	0
2700	0	0	0	32.079	0
2701	1	0	0	9.914	0
2702	2	0	0	6.152	0
2703	1	0	0	7.42	1
2705	0	0	0	35.937	0
2708	0	0	0	38.001	0
2712	0	0	0	32.186	0
2714	1	0	0	19.997	0
2716	1	1	0	5.013	1
2719	1	0	0	39.001	0
2727	0	0	0	5.86	0
2729	1	0	0	29.35	0
2737	0	0	0	27.997	0
2739	1	0	0	2.001	0
2742	0	0	0	30.749	0
2747	1	0	0	5.503	1
2752	0	0	0	8.246	1
2754	2	0	0	33.919	0
2757	0	0	0	54.749	0
2760	1	0	0	11.5425	1
2762	0	0	0	3.817	0
2764	0	0	0	28.8025	1
2767	2	1	0	20.756	0
2772	2	0	0	27.937	0
2775	1	0	0	20.55	0
2779	1	0	0	8.8435	1
2785	1	0	0	3.4195	1
2787	1	0	0	2.1685	1
2795	0	0	0	3.639	0
2801	1	0	0	8.523	0
2804	2	0	0	31.477	1
2811	1	0	0	19.833	1
2817	1	0	0	1.8315	1
2827	1	0	0	5.166	1
2829	0	0	0	1.199	1
2834	0	0	0	1.336	1
2838	0	0	0	22.322	0
2842	1	0	0	42.604	0
2849	0	0	0	31.138	0
2854	0	0	0	7.496	0
2858	0	0	0	54.338	0
2861	0	0	0	54.001	0
2863	2	0	0	13.585	0
2873	0	0	0	37.823	0
2877	1	1	0	24.994	0
2879	1	0	0	39.05	0
2880	1	0	0	1.999	0
2882	1	0	0	1.002	0
2893	0	0	0	14.771	0
2903	0	0	0	1.673	1
2904	2	0	0	13.916	0
2907	2	0	0	8.991	0
2910	0	0	0	10.245	1
2913	0	0	0	15.915	1
2915	0	0	0	41.999	0
2918	0	0	0	41.999	0
2927	1	0	0	40.903	0
2937	1	0	0	5.818	0
2938	1	0	0	5.999	0
2941	1	0	0	10.664	1
2943	1	0	0	11.502	1
2944	2	0	0	41.173	0
2947	1	0	0	17.889	0
2950	1	0	0	25.221	0
2953	1	0	0	22.782	0
2955	1	0	0	40.107	0
2959	2	0	0	11.693	0
2964	2	0	0	4.323	0
2966	2	0	0	3.995	0
2967	2	0	0	6.062	0
2968	2	0	0	10.116	0
2970	2	0	0	1.588	1
2976	2	0	0	7.064	0
2979	1	0	0	23.496	0
2983	1	0	0	20.523	1
2985	0	0	0	44.58	0
2987	0	0	0	31.42	0
2990	0	0	0	31.42	0
2996	1	0	0	7.0445	1
2998	0	0	0	31.441	0
2999	1	0	0	6.111	0
3002	1	0	0	24.646	0
3005	0	0	0	27.918	1
3009	1	0	0	12.178	1
3018	1	0	0	2.897	0
3019	0	0	0	1.084	1
3026	1	0	0	2.5875	1
3038	2	0	0	9.922	0
3040	1	0	0	18.998	0
3044	1	0	0	17.706	0
3052	1	0	0	2.867	0
3059	0	1	0	41.848	0
3062	0	1	0	41.848	0
3067	0	1	0	6.834	1
3074	0	1	0	7.504	0
3082	1	0	0	19.759	1
3084	1	0	0	6.694	0
3085	0	0	0	3.636	0
3089	0	0	0	50.007	0
3091	0	0	0	44.235	0
3093	0	0	0	29.246	0
3102	0	0	0	8.572	0
3103	1	0	0	7.51	0
3106	0	0	0	52.578	0
3110	0	0	0	23.411	0
3112	1	0	0	4.706	0
3114	1	0	0	16.016	0
3119	1	0	0	14.842	0
3123	2	0	0	18.349	0
3131	2	0	0	18.349	0
3134	1	0	0	30.998	0
3136	0	0	0	2.428	0
3144	1	0	0	8.085	1
3151	0	0	0	5.708	0
3154	2	0	0	9.752	0
3158	1	0	0	19.414	1
3164	1	0	0	7.504	0
3165	1	0	0	21.741	0
3167	1	0	0	45.867	0
3173	1	0	0	15.784	0
3180	1	0	0	18.664	0
3181	0	0	0	1.697	0
3184	2	0	0	21.903	0
3187	0	0	0	20.9175	1
3192	1	0	0	14.051	0
3202	1	0	0	1.254	1
3206	0	1	0	22.376	0
3224	2	0	0	12.939	0
3227	0	0	0	3.001	0
3237	0	0	0	14.163	1
3243	2	0	0	22.919	0
3245	1	0	0	14.749	1
3249	2	0	0	11.047	0
3254	1	0	0	2.634	0
3258	2	0	0	7.466	0
3261	0	0	0	6.6815	1
3266	1	0	0	24.723	0
3272	1	0	0	12.9915	1
3280	1	0	0	9.517	0
3289	1	0	0	24.723	0
3291	2	0	0	22.686	0
3296	0	0	0	49.999	0
3298	0	0	0	50.864	0
3301	1	0	0	37.517	0
3304	1	0	0	12.183	0
3305	1	0	0	3.984	0
3308	1	0	0	43.874	0
3311	0	0	0	67.255	0
3316	1	0	0	15.718	0
3322	0	0	0	20.843	0
3329	1	0	0	9.873	0
3335	1	0	0	33.415	0
3338	1	0	0	19.997	0
3342	0	0	0	28.999	0
3345	0	0	0	41.251	0
3347	1	0	0	38.943	0
3363	0	0	0	0.079	0
3370	0	1	0	31.179	0
3386	1	0	0	45.547	0
3387	1	0	0	33.5795	1
3391	1	0	0	17.016	0
3397	1	0	0	8.227	0
3398	2	0	0	17.016	0
3400	2	0	0	11.9505	1
3402	1	0	0	55.669	0
3430	0	0	0	40.452	0
3435	1	0	0	12.668	1
3437	0	0	0	2.075	0
3441	1	0	0	6.9265	1
3447	1	0	0	16.293	1
3450	0	0	0	33.665	0
3453	1	0	0	37.895	0
3455	2	0	0	18.943	0
3464	0	0	0	30.998	0
3467	0	0	0	30.998	0
3470	2	0	0	6.4835	1
3471	2	0	0	7.244	0
3473	0	0	0	31.061	0
3476	0	0	0	32.832	0
3480	1	0	0	11.168	1
3482	0	0	0	5.665	0
3485	0	0	0	59.384	0
3487	1	0	0	24.726	0
3490	1	0	0	24.726	0
3492	0	0	0	15.039	1
3493	1	0	0	16.7475	1
3495	1	0	0	3.4605	1
3508	1	0	0	2.505	0
3509	2	0	0	24.876	0
3511	1	1	0	5.796	0
3517	1	0	0	6.672	0
3522	2	0	0	7.647	0
3525	2	1	0	28.999	0
3527	1	0	0	40.868	0
3530	1	0	0	39.918	0
3536	2	0	0	18.902	0
3540	1	0	0	7.915	1
3548	0	0	0	7.452	0
3551	2	0	0	28.78	0
3556	2	0	0	3.581	1
3558	2	0	0	9.029	0
3562	2	0	0	20.022	0
3567	2	0	0	12.142	0
3570	2	0	0	29.914	0
3573	0	0	0	48.862	0
3577	1	0	0	22.376	0
3580	0	0	0	44.824	0
3583	0	0	0	46.086	0
3586	0	0	0	37.752	0
3589	2	0	0	15.765	0
3592	0	0	0	8.835	1
3594	2	0	0	34.3685	1
3597	0	0	0	5.9605	1
3602	2	0	0	23.496	0
3604	0	1	0	48.32	0
3609	2	0	0	19.833	0
3616	1	0	0	3.833	1
3621	1	0	0	3.732	0
3623	0	0	0	15.012	0
3624	0	0	0	13.834	1
3627	0	1	0	44.339	0
3638	1	0	0	7.3755	1
3646	0	0	0	73.068	0
3648	0	1	0	28.1245	1
3650	0	0	0	28.0875	1
3653	0	0	0	41.689	0
3655	0	0	0	2.001	0
3658	0	0	0	2.001	0
3662	0	0	0	6.267	0
3668	0	0	0	5.1965	1
3683	1	0	0	19.997	0
3685	2	0	0	42.461	0
3688	1	0	0	46.04	0
3694	0	0	0	2.04	0
3700	1	0	0	14.3735	1
3703	0	0	0	51.852	0
3714	1	0	0	8.652	1
3716	0	0	0	30.7255	1
3719	1	0	0	35.619	0
3725	1	0	0	23.754	0
3728	2	0	0	28	0
3730	1	0	0	1.9135	1
3734	0	0	0	1.4345	1
3736	0	0	0	46.004	0
3741	1	0	0	10.579	1
3744	0	0	0	9.1635	1
3747	0	0	0	47.833	0
3751	0	0	0	12	0
3754	1	0	0	9.665	1
3757	0	0	0	38.103	0
3760	0	0	0	12	0
3763	1	0	0	37.418	0
3767	2	0	0	23.951	0
3768	2	0	0	23.951	0
3771	0	0	0	36	0
3774	1	0	0	44.999	0
3776	1	0	0	33.793	0
3778	1	0	0	1.722	1
3784	0	0	0	2.9075	1
3790	0	0	0	15.001	0
3792	1	0	0	4.082	1
3794	1	0	0	50.379	1
3796	0	0	0	20.7475	1
3798	1	0	0	25.405	0
3802	0	0	0	1.7465	1
3803	1	0	0	25.405	0
3805	1	0	0	47.08	0
3808	1	0	0	45.626	0
3816	0	0	0	8.14	0
3827	1	0	0	9.818	0
3831	2	0	0	23.655	1
3834	1	0	0	4.208	1
3836	0	0	0	13.8345	1
3844	1	0	0	4.586	1
3850	0	0	0	6.675	1
3853	1	1	0	40.95	0
3857	1	1	0	1.492	0
3870	0	1	0	17.999	0
3872	0	1	0	14.998	0
3877	1	1	0	5.799	0
3893	0	0	0	11.5425	1
3895	0	0	0	32.747	0
3898	0	0	0	51.291	0
3905	0	0	0	10.305	1
3910	0	1	0	6.136	0
3913	1	1	0	5.577	0
3915	1	0	0	19.9125	1
3918	2	0	0	41.503	0
3923	2	0	0	7.069	0
3924	2	0	0	7.069	0
3926	0	0	0	31.666	1
3927	1	0	0	7.767	0
3930	0	0	0	44.873	0
3932	2	0	0	1.498	1
3941	1	0	0	26.527	0
3948	2	0	0	21.919	1
3965	1	0	0	1.843	0
3979	1	0	1	0.75	1
3981	2	0	0	47.543	0
3986	0	0	0	16.999	0
